GKZ,Gemeindename,Deutschlandatlas_GEM1223__st_einnkr,Deutschlandatlas_GEM1223__v_breitb50,Deutschlandatlas_GEM1223__v_breitb1000,Deutschlandatlas_GEM1222__bev_dicht,Deutschlandatlas_GEM1222__bev_entw,Deutschlandatlas_GEM1222__beschq_insg,Deutschlandatlas_GEM1222__beschq_w,Deutschlandatlas_GEM1222__beschq_m,Deutschlandatlas_GEM1222__v_gsm,Deutschlandatlas_GEM1222__v_lte,Deutschlandatlas_GEM1222__v_5g,Deutschlandatlas_GEM1222__p_markt,Deutschlandatlas_GEM1222__p_hbad,Deutschlandatlas_GEM1222__p_freibad,Deutschlandatlas_GEM1222__p_notfall,Deutschlandatlas_GEM1222__p_grunds,Deutschlandatlas_GEM1222__p_sek_1,Deutschlandatlas_GEM1222__p_sek_2,Deutschlandatlas_GEM1221__p_nelade,Deutschlandatlas_GEM1221__p_selade,Deutschlandatlas_GEM1221__p_harzt,Deutschlandatlas_GEM1220__p_apo,Deutschlandatlas_GEM1218__luftrtng,Deutschlandatlas_GEM1218__p_poli
01053002,Alt-Mölln,1883.0,99.42,98.55,132.45,-0.9,58.16,59.18,57.09,100.0,100.0,99.4,3.4,5.34,8.69,17.77625,4.0,5.73,5.46,4.71,3.62,4.6,5.11,8.55,4.34
01053003,Aumühle,1643.0,98.45,91.17,939.37,0.41,59.22,56.23,62.34,100.0,100.0,96.5,3.85,12.14,9.08,11.6382609,3.49,11.01,10.59,3.46,10.05,3.1,3.24,2.44,2.52
01053004,Bäk,1013.0,100.0,100.0,208.84,-0.04,63.41,66.92,59.77,100.0,99.8,95.2,4.23,5.65,8.62,6.33117647,9.79,3.1,9.29,5.6,9.8,4.6,4.42,9.4,7.44
01053005,Bälau,1565.0,100.0,100.0,34.15,-0.7,67.24,65.52,68.97,100.0,100.0,100.0,3.14,8.32,11.99,20.6266667,3.96,8.58,8.31,7.66,6.66,4.8,8.02,7.84,4.02
01053006,Basedow,1237.0,98.41,98.41,83.4,-0.92,61.39,53.26,69.31,100.0,100.0,100.0,7.18,35.09,9.32,18.4535,5.78,9.14,9.14,8.28,8.03,7.4,8.01,7.14,6.65
01053007,Basthorst,1105.0,100.0,100.0,37.8,-0.52,69.96,74.58,65.22,100.0,100.0,100.0,8.69,23.48,9.39,25.366875,11.57,12.58,12.58,8.0,11.46,8.9,9.03,5.42,8.72
01053008,Behlendorf,850.0,98.18,98.18,40.1,1.02,66.41,62.41,71.07,100.0,99.9,92.2,7.85,12.9,12.2,18.511,8.42,8.6,11.54,7.73,9.37,8.1,7.8,9.36,6.08
01053009,Berkenthin,882.0,99.9,99.79,213.93,1.05,70.32,68.88,71.76,100.0,100.0,100.0,2.06,13.66,13.16,18.0602564,2.28,2.28,11.09,1.94,10.21,1.7,2.15,8.45,2.46
01053010,Besenthal,638.0,78.95,78.95,7.59,1.82,60.0,62.96,57.14,100.0,100.0,90.3,5.38,21.73,14.5,27.403125,14.26,14.26,14.26,15.3,8.16,4.5,13.49,9.19,12.18
01053011,Bliestorf,960.0,99.63,99.63,63.57,0.5,64.34,64.36,64.32,100.0,99.1,85.9,8.92,19.85,9.48,18.4834615,11.96,11.96,17.76,5.47,15.61,5.3,8.62,7.34,12.11
01053012,Börnsen,1368.0,98.16,96.37,564.92,0.0,68.8,65.53,72.06,100.0,100.0,100.0,2.52,12.03,10.26,8.89297297,3.61,7.31,8.96,4.89,5.1,2.9,3.39,1.92,2.74
01053013,Borstorf,912.0,100.0,100.0,36.46,1.07,58.13,58.65,57.58,100.0,100.0,99.3,6.09,13.4,15.16,24.923125,7.61,13.31,13.11,7.62,11.73,7.0,8.71,6.81,5.32
01053014,Breitenfelde,1164.0,100.0,100.0,166.91,1.6,58.19,55.8,60.67,100.0,100.0,99.9,2.64,8.26,10.9,19.8091892,2.81,8.52,8.24,7.63,6.59,2.4,8.04,7.84,2.45
01053015,Bröthen,945.0,98.43,98.43,29.28,0.59,74.11,70.1,78.0,100.0,99.2,91.4,6.21,29.0,7.31,24.3866667,6.13,6.13,6.13,7.18,6.78,5.1,5.36,8.23,6.11
01053016,Brunsmark,749.0,100.0,100.0,33.8,-1.76,80.72,78.57,82.93,100.0,99.5,98.4,5.03,5.03,7.605,15.25875,7.3,13.32,13.05,8.34,8.16,5.0,8.04,9.68,6.43
01053017,Brunstorf,905.0,100.0,100.0,54.43,0.66,73.78,72.48,74.9,100.0,100.0,100.0,3.98,21.91,14.7,13.7994444,6.66,7.01,7.03,6.08,8.6,4.8,4.97,4.14,5.57
01053018,Buchholz,1115.0,100.0,100.0,81.57,0.0,54.33,51.47,57.63,100.0,100.0,100.0,7.93,11.5,11.815,15.8984615,9.35,14.15,8.93,10.77,8.05,8.8,8.33,8.9,8.78
01053019,Buchhorst,2573.0,98.86,97.73,28.71,-0.65,73.26,80.0,65.85,100.0,100.0,100.0,3.38,34.45,5.76,12.2835294,4.35,4.88,4.88,4.57,3.15,4.1,4.27,7.24,4.22
01053020,Büchen,1526.0,98.68,98.68,392.7,2.6,70.51,65.68,75.24,100.0,100.0,100.0,2.89,25.92,3.995,26.8532979,3.54,3.6,3.6,4.42,4.09,2.5,2.53,7.34,3.2
01053021,Dahmker,1908.0,100.0,100.0,78.92,1.9,57.8,66.67,49.09,100.0,100.0,100.0,7.55,23.72,8.68,25.60875,7.25,11.44,11.44,6.86,10.32,5.3,7.89,4.93,7.15
01053022,Dalldorf,896.0,91.88,91.88,56.86,0.0,59.35,53.47,64.6,100.0,100.0,100.0,7.36,32.97,10.19,20.5615789,7.52,8.3,8.3,6.78,7.22,7.4,8.07,7.42,6.82
01053023,Dassendorf,1533.0,100.0,100.0,428.72,0.34,70.0,65.94,73.97,100.0,100.0,93.2,2.98,17.27,12.77,12.8047059,2.71,9.64,9.64,9.03,9.77,2.9,3.03,3.21,2.1
01053024,Düchelsdorf,801.0,100.0,100.0,53.16,-0.72,69.7,75.51,64.0,100.0,100.0,100.0,6.57,19.39,12.9,23.6475,6.44,6.44,15.85,3.7,20.78,4.0,7.01,8.4,7.33
01053025,Duvensee,1035.0,100.0,100.0,44.31,-0.5,69.71,66.3,73.37,100.0,95.8,93.6,10.96,18.14,12.565,23.8782609,7.13,11.8,13.85,7.64,14.59,5.3,5.88,8.39,6.71
01053026,Einhaus,854.0,100.0,100.0,173.12,1.79,58.97,58.47,59.48,100.0,100.0,100.0,4.94,8.38,7.94,12.7816667,6.34,11.03,5.91,7.65,5.06,5.0,5.3,9.17,8.05
01053027,Elmenhorst,4239.0,100.0,98.85,65.82,0.07,70.93,67.65,73.91,100.0,100.0,100.0,5.72,19.02,15.62,24.0486957,7.17,9.46,8.14,3.51,5.82,7.3,8.68,5.89,7.46
01053028,Escheburg,1023.0,100.0,100.0,420.43,2.0,72.22,69.91,74.53,100.0,100.0,98.4,5.42,15.23,12.365,12.2208333,4.28,10.18,9.76,8.19,7.99,7.0,8.03,2.57,2.48
01053029,Fitzen,987.0,98.54,98.54,42.26,1.33,64.34,58.97,69.29,100.0,100.0,100.0,7.87,28.46,8.31,30.5936842,7.79,7.79,7.79,8.83,8.44,6.1,7.02,7.84,7.44
01053030,Fredeburg,4220.0,64.0,64.0,4.46,3.68,48.28,23.08,68.75,100.0,99.4,100.0,4.34,8.15,8.34,11.8055556,7.81,10.42,7.77,7.25,6.17,5.9,6.6,10.06,5.15
01053031,Fuhlenhagen,1180.0,99.32,99.32,68.12,0.26,74.59,73.21,75.76,100.0,100.0,100.0,11.7,18.68,15.065,25.7528571,13.42,15.48,14.45,10.47,12.29,11.8,13.71,6.07,9.3
01053032,"Geesthacht, Stadt",1928.0,99.76,99.76,972.51,1.27,70.6,66.06,74.96,100.0,100.0,99.0,2.65,18.8,5.7,6.03004167,3.76,5.03,4.84,3.05,4.98,2.8,4.43,4.07,4.55
01053033,Giesensdorf,854.0,100.0,100.0,64.1,3.81,65.22,63.46,67.5,100.0,100.0,99.6,6.17,9.74,9.67,14.1433333,7.6,12.4,7.17,9.01,6.29,6.8,6.58,9.95,7.56
01053034,Göldenitz,1098.0,100.0,100.0,44.47,-0.77,74.07,83.33,65.22,100.0,100.0,100.0,3.08,15.83,15.0,20.2263636,2.87,2.87,13.25,3.28,12.37,2.9,3.48,8.79,3.65
01053035,Göttin,1090.0,96.77,96.77,11.9,-1.49,76.32,80.0,72.22,100.0,100.0,100.0,4.12,21.8,14.63,31.34,13.82,13.93,13.93,14.97,9.03,7.5,12.57,8.77,11.1
01053036,Grabau,825.0,100.0,100.0,87.25,-0.11,69.48,64.35,75.51,100.0,100.0,100.0,3.29,24.17,12.7,21.0552941,5.18,5.45,4.14,3.3,3.56,5.1,4.54,5.55,4.39
01053037,Grambek,946.0,98.99,96.98,38.39,0.51,51.75,47.59,56.03,100.0,100.0,95.5,6.87,10.57,15.25,24.1268421,8.69,9.35,9.08,7.79,9.47,10.4,9.54,8.72,10.81
01053038,Grinau,721.0,100.0,100.0,102.92,-1.07,70.0,70.91,69.23,100.0,100.0,100.0,13.11,22.84,12.675,22.605,14.66,15.3,17.92,8.12,14.23,8.4,13.66,7.31,13.96
01053039,Groß Boden,1535.0,100.0,100.0,78.89,1.09,69.11,65.15,73.68,100.0,100.0,100.0,10.32,16.42,7.87,17.086,9.24,13.36,13.98,10.92,11.38,7.9,14.32,7.71,9.1
01053040,Groß Disnack,872.0,100.0,100.0,13.02,-1.43,67.86,77.78,58.62,100.0,100.0,100.0,10.2,14.69,14.6,19.092,11.12,11.86,12.12,10.92,11.24,10.2,10.36,8.57,8.08
01053041,Groß Grönau,1381.0,100.0,99.94,780.41,0.55,68.41,69.75,67.0,100.0,100.0,100.0,2.96,15.5,12.545,7.09782609,3.01,9.7,9.7,9.25,10.35,1.7,3.03,6.98,2.51
01053042,Groß Pampau,1657.0,100.0,97.14,38.75,1.97,77.88,78.95,76.6,100.0,100.0,100.0,8.36,24.44,10.5,26.7044444,7.66,11.03,9.55,6.48,8.46,9.7,9.21,6.41,9.93
01053043,Groß Sarau,1028.0,99.75,99.75,61.65,1.02,66.5,67.43,65.59,100.0,100.0,100.0,8.91,16.23,15.71,13.8964151,8.62,15.12,13.9,12.15,9.73,6.2,9.19,7.7,6.96
01053044,Groß Schenkenberg,835.0,100.0,100.0,89.88,1.23,68.18,67.58,68.82,100.0,100.0,100.0,10.87,18.02,8.39,16.8948485,10.6,15.33,16.32,8.92,12.79,10.7,10.78,6.68,11.43
01053045,Grove,1213.0,100.0,100.0,48.67,1.97,70.24,66.28,74.39,100.0,100.0,100.0,4.78,24.01,18.75,23.1272727,6.23,8.41,7.1,5.06,4.8,6.4,7.64,5.15,6.3
01053046,Gudow,794.0,98.05,97.81,41.7,1.97,77.04,70.56,83.68,100.0,99.7,81.0,4.41,18.53,-9999.0,24.9514085,13.14,17.3,17.2,16.09,12.43,4.5,15.01,10.16,11.6
01053047,Gülzow,767.0,100.0,100.0,77.21,0.36,71.93,70.92,72.81,100.0,99.1,99.9,8.54,27.45,11.925,11.4789286,6.49,11.17,11.21,8.52,11.58,1.4,9.07,5.44,7.95
01053048,Güster,1709.0,98.67,98.67,176.48,1.49,65.29,63.15,67.45,100.0,100.0,100.0,2.04,20.89,13.475,32.2439474,13.82,15.15,15.15,16.19,12.4,11.7,12.02,8.22,10.91
01053049,Hamfelde,1069.0,100.0,100.0,143.8,0.37,72.16,66.46,78.95,100.0,100.0,99.1,4.9,23.1,5.43,24.9872222,7.01,8.79,8.79,4.21,7.67,4.1,5.24,4.99,5.13
01053050,Hamwarde,827.0,100.0,100.0,127.59,-0.28,73.28,73.03,73.54,100.0,100.0,100.0,4.68,23.42,8.66,7.508,7.49,6.99,6.99,7.38,8.44,4.7,4.83,4.33,6.65
01053051,Harmsdorf,1192.0,100.0,100.0,84.03,-1.13,76.14,81.61,70.79,100.0,100.0,99.7,3.92,7.49,7.225,11.8933333,5.35,9.84,4.92,6.76,4.04,4.4,4.33,9.48,6.5
01053052,Havekost,1486.0,98.72,98.72,32.83,1.8,86.07,87.3,84.75,100.0,100.0,99.5,9.27,22.78,15.45,24.3733333,10.31,10.62,8.53,8.7,6.56,9.3,9.84,4.87,7.93
01053053,Hohenhorn,1460.0,100.0,100.0,79.08,0.64,66.25,62.66,69.75,100.0,100.0,99.1,3.46,19.35,10.1,10.4033333,4.99,7.24,7.24,7.91,8.0,3.9,4.27,3.37,3.95
01053054,Hollenbek,609.0,98.97,98.97,60.89,1.06,69.15,63.24,74.66,100.0,100.0,100.0,5.35,13.26,15.985,17.5138889,5.68,17.52,19.4,15.76,15.48,6.2,15.91,10.95,6.1
01053056,Hornbek,894.0,92.08,92.08,35.31,1.89,48.92,41.67,56.72,100.0,100.0,100.0,6.43,15.59,11.03,26.92875,8.84,12.95,12.95,14.0,10.15,7.9,9.83,7.98,8.6
01053057,Horst,769.0,100.0,100.0,19.83,3.43,68.97,62.16,76.06,100.0,98.1,96.2,7.41,8.45,10.95,15.4704167,8.74,13.51,14.82,11.07,11.48,7.5,10.89,10.32,7.66
01053058,Juliusburg,717.0,100.0,100.0,31.34,1.0,52.83,47.37,59.18,100.0,100.0,96.8,5.34,31.71,7.38,15.7341667,6.83,8.61,8.61,6.54,6.91,5.7,6.6,6.0,7.61
01053059,Kankelau,995.0,100.0,100.0,53.44,1.33,69.53,64.18,75.41,100.0,100.0,100.0,11.43,20.76,17.42,28.4866667,12.88,15.16,13.85,9.55,11.53,13.1,14.36,6.6,10.75
01053060,Kasseburg,1067.0,100.0,100.0,72.37,-0.45,68.82,66.3,71.51,100.0,100.0,100.0,8.64,17.5,9.26,19.3890476,3.79,11.84,10.38,6.09,7.17,5.7,8.98,4.22,7.58
01053061,Kastorf,3513.0,100.0,100.0,170.87,1.21,74.14,73.44,74.81,100.0,100.0,100.0,7.79,20.59,9.93,21.6990244,7.87,7.87,12.78,1.49,17.55,1.6,8.37,8.01,8.56
01053062,Kittlitz,866.0,100.0,100.0,15.96,2.11,63.79,67.47,60.44,100.0,97.1,86.2,13.54,16.92,18.935,16.4819231,16.1,15.74,20.56,13.07,28.47,9.1,14.73,11.87,12.74
01053064,Klein Pampau,830.0,100.0,100.0,164.99,2.02,74.75,69.57,80.2,100.0,100.0,100.0,7.3,24.89,7.33,29.27375,5.22,9.0,9.0,9.36,9.54,7.4,5.93,6.77,6.53
01053066,Klein Zecher,1213.0,98.11,98.11,26.02,-0.65,67.57,67.95,67.14,100.0,99.5,99.7,9.91,19.37,12.72,22.5672,11.68,22.57,24.94,11.5,13.49,10.2,12.36,11.6,8.43
01053067,Klempau,1300.0,99.59,98.76,59.29,-0.83,64.84,63.3,66.2,100.0,100.0,100.0,5.51,17.78,10.55,18.1145161,8.31,8.32,15.62,3.25,12.71,4.9,5.24,7.65,6.42
01053068,Klinkrade,856.0,100.0,100.0,80.95,-0.3,71.62,73.85,69.14,100.0,100.0,100.0,6.73,23.57,5.9,25.3164,9.08,9.08,9.08,3.15,19.5,5.9,8.18,8.54,8.2
01053069,Koberg,917.0,100.0,100.0,66.94,0.72,72.82,68.92,76.52,100.0,100.0,100.0,1.8,18.86,14.19,29.0795652,7.1,10.92,10.92,6.29,15.88,7.3,6.98,6.79,4.99
01053070,Köthel,947.0,100.0,99.18,198.03,2.46,69.08,66.04,72.28,100.0,100.0,100.0,5.8,19.53,9.51,29.6166667,7.76,12.65,12.65,6.85,11.59,7.9,8.1,6.25,5.67
01053071,Kollow,971.0,100.0,100.0,74.06,0.75,69.31,63.18,75.79,100.0,100.0,100.0,5.18,27.39,13.03,11.6645833,6.08,6.08,7.14,6.18,8.7,5.0,5.42,4.82,6.15
01053072,Kröppelshagen-Fahrendorf,1149.0,100.0,100.0,160.69,0.57,63.8,59.21,68.82,100.0,98.4,90.4,4.01,14.44,11.57,10.4372222,4.53,7.96,9.36,6.43,6.3,4.3,4.59,2.65,3.54
01053073,Krüzen,1102.0,100.0,99.26,44.17,-0.99,52.97,56.0,49.55,100.0,100.0,99.6,3.81,34.72,5.775,17.925,5.04,7.07,7.07,5.0,5.36,5.3,5.05,6.53,5.34
01053074,Krukow,982.0,100.0,100.0,19.52,0.67,53.47,54.17,52.83,100.0,100.0,100.0,4.9,27.28,9.675,11.338,6.87,10.72,10.72,5.0,9.71,3.9,9.03,5.55,9.5
01053075,Krummesse,1460.0,100.0,100.0,498.21,-0.99,105.25,108.22,102.11,100.0,100.0,100.0,3.19,17.52,7.225,16.155625,10.72,10.72,16.87,2.03,13.21,2.4,2.88,7.1,8.12
01053076,Kuddewörde,1024.0,99.7,99.55,205.71,1.96,64.61,62.47,66.74,100.0,100.0,100.0,7.56,17.83,8.51,19.0897059,2.42,10.95,9.49,5.02,6.5,4.2,7.9,4.3,7.09
01053077,Kühsen,946.0,98.66,95.3,49.31,-0.7,76.47,73.91,79.25,100.0,100.0,98.9,8.78,13.8,13.65,19.5435714,5.47,8.8,12.57,6.06,10.25,4.7,4.76,8.7,4.87
01053078,Kulpin,1047.0,100.0,100.0,32.78,-1.74,60.66,53.62,69.81,100.0,100.0,95.9,5.95,9.52,8.91,13.92375,7.38,8.01,6.95,7.21,6.07,6.1,6.36,9.34,6.15
01053079,Labenz,1169.0,100.0,100.0,156.0,1.36,74.96,70.93,78.91,100.0,100.0,99.8,4.02,26.02,3.4,26.6885185,6.36,6.36,6.36,1.72,20.73,5.8,5.46,8.01,5.45
01053080,Langenlehsten,721.0,5.17,0.0,7.36,2.78,61.39,54.39,70.45,100.0,88.9,59.9,9.42,25.73,11.86,23.415,12.06,12.06,12.06,12.77,11.22,8.4,11.29,9.07,11.66
01053081,Lankau,840.0,97.45,97.45,23.95,-0.34,72.16,70.97,73.28,100.0,99.3,87.9,7.38,10.15,9.89,17.1057447,7.74,11.68,10.27,7.62,7.32,7.7,6.93,9.22,5.81
01053082,Lanze,862.0,92.97,92.97,29.87,-1.51,63.13,64.86,61.63,100.0,100.0,100.0,7.43,36.31,9.59,14.4046154,7.86,8.84,8.84,8.59,5.82,7.5,8.52,7.71,6.64
01053083,"Lauenburg/ Elbe, Stadt",1063.0,99.16,96.37,1240.06,0.64,57.22,52.3,61.98,100.0,100.0,100.0,2.41,33.22,3.71,14.1675862,4.04,4.88,4.88,2.7,2.58,2.9,3.09,7.19,3.49
01053084,Lehmrade,703.0,100.0,100.0,50.61,2.15,54.22,57.07,51.37,100.0,100.0,87.2,6.67,8.99,13.09,21.1564706,8.44,8.6,8.33,8.47,9.02,7.1,6.85,9.53,9.43
01053085,Linau,1043.0,99.8,99.8,124.12,-0.72,73.26,71.58,74.87,100.0,100.0,100.0,6.08,25.3,14.24,28.837027,7.34,10.44,10.44,7.97,12.7,10.3,10.69,6.21,8.34
01053086,Lüchow,780.0,98.35,98.35,63.34,0.35,70.39,67.06,73.4,100.0,100.0,100.0,4.56,25.95,8.745,31.554,6.83,6.83,6.83,5.93,22.35,6.2,5.93,7.67,5.12
01053087,Lütau,1148.0,99.3,99.3,62.28,-0.39,51.2,50.99,51.4,100.0,100.0,99.6,7.25,32.38,9.12,16.400625,2.07,10.3,10.3,8.43,8.79,5.0,8.48,6.55,7.29
01053088,Mechow,837.0,100.0,100.0,28.89,0.16,74.03,76.92,71.05,100.0,100.0,100.0,3.69,5.11,7.91,5.8,9.25,2.57,8.76,5.06,9.27,3.9,3.89,9.76,6.11
01053089,Möhnsen,2053.0,97.45,97.45,68.01,-1.89,76.0,70.32,81.18,100.0,100.0,100.0,11.15,19.5,12.195,21.6321739,7.99,13.59,11.81,10.06,9.25,10.0,11.65,4.94,9.27
01053090,"Mölln, Stadt",1204.0,98.02,98.02,777.21,0.57,55.8,52.59,59.17,100.0,96.7,95.5,2.33,4.45,8.145,16.6382659,4.59,6.01,5.73,3.69,4.33,3.4,3.63,9.19,4.71
01053091,Mühlenrade,1118.0,100.0,100.0,54.55,3.72,68.0,68.85,67.19,100.0,100.0,100.0,6.57,21.31,7.05,28.0214286,10.09,10.46,10.46,5.88,9.34,6.7,6.91,5.72,6.37
01053092,Müssen,785.0,100.0,100.0,107.85,1.97,71.79,70.8,72.85,100.0,100.0,100.0,7.17,28.58,7.96,25.40875,2.74,8.45,8.38,8.25,9.37,7.6,7.03,6.07,6.28
01053093,Mustin,1006.0,100.0,100.0,58.59,-0.91,60.7,62.1,59.24,100.0,100.0,99.3,6.94,10.32,12.925,10.0184615,14.32,9.15,13.96,6.4,14.47,7.1,8.13,11.07,9.0
01053094,Niendorf bei Berkenthin,780.0,98.77,98.77,46.12,-0.63,68.87,60.34,79.17,100.0,100.0,98.5,5.75,16.64,16.2,22.369,5.62,5.62,15.4,5.99,13.1,5.5,6.18,9.09,5.28
01053095,Niendorf/ Stecknitz,973.0,99.62,99.62,78.95,0.09,60.79,59.09,62.56,100.0,99.3,98.7,5.95,12.11,14.39,23.64,6.1,12.37,12.09,11.35,10.44,5.2,11.89,7.35,4.31
01053096,Nusse,1036.0,100.0,99.8,185.85,1.19,68.51,71.24,65.77,100.0,100.0,100.0,8.35,15.04,16.015,23.0096667,1.89,12.54,12.88,2.54,13.06,1.8,1.77,7.99,2.45
01053097,Panten,964.0,98.7,96.43,47.43,0.56,69.15,71.01,67.18,100.0,100.0,93.3,9.2,11.11,13.31,22.19825,6.08,11.24,11.01,6.67,9.27,5.9,6.11,8.35,5.14
01053098,Pogeez,3258.0,99.49,99.49,111.53,1.0,68.15,64.24,72.48,100.0,100.0,100.0,7.84,11.41,11.315,15.6476923,9.21,13.93,8.84,10.68,7.96,8.0,8.25,8.56,9.58
01053099,Poggensee,1485.0,100.0,100.0,68.01,0.16,73.52,68.22,78.57,100.0,100.0,100.0,7.17,12.54,15.895,24.495,2.29,12.79,12.52,3.51,10.87,3.6,3.46,7.48,3.0
01053100,"Ratzeburg, Stadt",1191.0,99.37,99.36,480.46,-0.06,65.96,63.59,68.52,100.0,100.0,99.9,2.41,4.81,5.735,6.69386667,6.19,5.61,5.96,3.63,6.07,1.9,2.93,9.55,5.86
01053101,Ritzerau,855.0,95.12,93.5,26.91,-0.89,69.74,65.05,75.0,100.0,100.0,100.0,7.7,16.68,15.43,24.016,2.73,10.24,10.78,3.33,14.54,1.7,1.58,7.69,3.84
01053102,Römnitz,860.0,100.0,100.0,11.84,0.0,58.33,38.89,77.78,100.0,100.0,100.0,8.15,9.57,10.81,10.255,13.71,7.03,13.22,9.52,13.73,7.0,8.35,9.16,8.77
01053103,Rondeshagen,941.0,99.38,99.38,83.28,-0.54,63.05,63.24,62.86,100.0,100.0,100.0,4.93,17.42,13.885,21.4020588,5.1,5.1,14.86,4.43,15.35,4.3,5.07,7.89,5.43
01053104,Roseburg,1360.0,98.25,97.81,33.74,0.18,67.46,67.23,67.7,100.0,100.0,99.9,6.43,20.06,8.365,29.9416129,9.82,9.82,9.82,10.86,10.46,8.0,6.69,7.27,8.87
01053105,"Sachsenwald (Forstgutsbez.),gemfr.Geb.",-99999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,100.0,99.6,86.4,6.39,19.1,13.46,16.5703846,6.6,10.56,10.23,7.86,9.0,-9999.0,6.68,3.34,5.85
01053106,Sahms,938.0,100.0,100.0,74.75,3.31,79.92,80.62,79.23,100.0,100.0,100.0,5.29,21.78,12.025,23.4833333,6.8,8.17,6.73,3.75,5.34,6.8,7.28,5.93,6.8
01053107,Salem,996.0,100.0,100.0,25.9,1.42,57.46,57.44,57.49,100.0,99.4,99.4,9.31,13.37,15.975,12.1096875,9.03,12.11,17.01,12.14,17.99,8.8,11.29,11.71,8.49
01053108,Sandesneben,1169.0,100.0,100.0,307.67,0.81,70.65,71.98,69.43,100.0,100.0,100.0,1.37,27.18,8.2,28.513871,2.33,2.33,2.33,1.67,18.24,2.0,1.96,7.31,2.27
01053109,Schiphorst,1046.0,100.0,100.0,86.38,1.86,66.81,65.8,67.86,100.0,100.0,97.9,5.46,24.78,4.94,25.2875,5.08,5.08,5.08,5.62,18.88,6.8,6.51,7.08,5.34
01053110,Schmilau,1188.0,99.6,99.6,47.79,0.18,77.18,72.22,81.87,100.0,100.0,100.0,4.93,7.9,7.635,6.13029412,11.03,7.53,12.11,6.01,9.57,4.9,6.49,10.58,6.53
01053111,Schnakenbek,1075.0,100.0,100.0,68.2,1.12,59.66,58.39,61.02,100.0,100.0,98.5,1.81,30.53,5.72,14.6864706,7.37,9.19,9.19,5.25,6.36,6.3,6.01,6.01,7.01
01053112,Schönberg,1005.0,99.49,99.49,98.17,1.32,68.62,65.95,71.17,100.0,99.0,89.8,2.07,22.77,11.3,22.3948936,6.82,7.32,7.32,5.94,12.78,7.1,7.5,6.27,6.28
01053113,Schretstaken,1015.0,98.48,98.48,57.73,-1.01,55.94,49.01,62.13,100.0,100.0,100.0,8.65,14.84,13.6,26.1875,9.67,14.78,14.52,10.99,12.54,9.1,12.8,6.44,7.32
01053114,Schürensöhlen,1320.0,94.74,94.74,56.36,0.13,74.47,78.72,70.21,100.0,100.0,100.0,12.17,17.09,10.945,17.7566667,12.97,14.02,16.39,9.01,12.05,8.1,12.73,7.82,11.31
01053115,Schulendorf,1104.0,100.0,100.0,40.07,-0.47,66.32,65.65,66.88,100.0,99.8,100.0,6.4,30.75,8.77,21.9226087,4.82,6.56,6.53,7.01,7.26,5.9,6.28,6.23,5.5
01053116,"Schwarzenbek, Stadt",1191.0,99.73,99.73,1486.44,1.15,68.81,62.85,74.84,100.0,100.0,100.0,2.47,25.18,17.015,18.8941284,3.72,4.09,3.38,2.46,3.83,2.6,3.2,4.97,2.76
01053117,Seedorf,944.0,99.04,99.04,19.66,1.66,62.1,63.52,60.65,100.0,98.1,95.1,7.98,17.21,16.19,15.9645946,7.73,15.97,20.87,13.81,16.33,8.2,13.72,12.0,7.95
01053118,Siebenbäumen,852.0,99.6,99.6,67.46,-1.02,71.13,70.9,71.36,100.0,99.9,99.9,11.75,18.86,8.49,19.5263158,10.3,10.3,14.23,3.12,13.82,3.6,10.87,7.98,10.72
01053119,Siebeneichen,789.0,99.12,99.12,61.75,2.58,63.54,61.96,65.17,100.0,100.0,100.0,4.0,21.7,4.565,30.0769231,5.71,5.71,5.71,6.75,6.35,4.5,2.58,7.22,4.49
01053120,Sierksrade,549.0,99.44,99.44,112.5,2.06,73.12,67.2,78.91,100.0,100.0,100.0,4.77,17.59,12.86,21.9771429,4.64,4.64,14.83,3.59,19.58,3.6,5.21,8.45,5.44
01053121,Sirksfelde,733.0,99.26,99.26,39.68,1.18,69.31,69.15,69.44,100.0,99.5,100.0,4.76,21.56,14.235,28.7173333,6.49,6.93,6.93,4.26,17.92,5.3,5.55,6.94,5.85
01053122,Steinhorst,858.0,97.41,97.41,34.81,-0.52,69.97,65.57,74.44,100.0,96.9,79.4,8.25,22.18,2.155,22.85,8.55,8.62,8.62,5.19,17.15,9.0,9.67,7.8,8.86
01053123,Sterley,1141.0,99.51,99.51,44.41,0.52,68.16,70.83,65.53,100.0,99.9,100.0,3.14,10.71,13.285,12.2,3.2,12.2,16.02,11.86,14.24,3.1,11.05,11.06,3.95
01053124,Stubben,1309.0,98.2,98.2,69.79,-0.47,67.08,63.08,71.82,100.0,100.0,100.0,6.91,18.58,5.72,19.0864286,6.82,12.53,12.53,9.61,13.29,7.7,13.87,7.07,5.93
01053125,Talkau,977.0,100.0,100.0,104.1,-0.54,52.17,50.0,54.32,100.0,100.0,100.0,6.8,13.04,15.06,23.77,7.87,13.1,12.35,8.26,10.15,6.9,12.56,6.75,6.07
01053126,Tramm,1405.0,100.0,100.0,50.74,-0.73,68.02,66.67,69.37,100.0,99.3,94.8,9.61,15.81,16.185,27.0341667,9.39,16.05,15.56,12.61,13.57,8.5,14.52,7.3,7.73
